"player_id","season","wingspan","standing_reach","hand_width","hand_length","bench_press","standing_vertical_leap","three_quarter_sprint"
"199",2008,"81.25","103",NULL,NULL,"15","31.5","3.07"
"2198",2001,"85","108",NULL,NULL,"17","30","3.45"
"2199",2001,"87","110",NULL,NULL,"2","31","3.36"
"2201",2001,"90.5","111",NULL,NULL,"16","28","3.53"
"2202",2001,"83.5","102.5",NULL,NULL,"15","32.5","3.12"
"2203",2001,"82.5","105",NULL,NULL,"12","29.5","3.3"
"2204",2001,"87","110",NULL,NULL,"3","26.5","3.21"
"2205",2001,"90.5","113",NULL,NULL,"15","21.5","3.56"
"2206",2001,"83.5","104.5",NULL,NULL,"16","27.5","3.47"
"2207",2001,"81","105",NULL,NULL,"12","32.5","3.4"
"2210",2001,"84","103",NULL,NULL,"14","33","3.15"
"2211",2001,"83","105.5",NULL,NULL,"11","28.5","3.43"
"2212",2001,"88","108",NULL,NULL,"11","30.5","3.15"
"2213",2001,"84.25","106",NULL,NULL,"11","27","3.35"
"2214",2001,"85.5","107",NULL,NULL,"13","27","3.35"
"2215",2001,"88.5","110",NULL,NULL,"8","25.5","3.54"
"2217",2001,"90.5","113.5",NULL,NULL,"17","27","3.5"
"2218",2001,"78.5","100.5",NULL,NULL,"10","26.5","3.19"
"2219",2001,"82.5","103.5",NULL,NULL,"1","29","3.22"
"2220",2001,"81.5","99.5",NULL,NULL,"6","30","3.2"
"2224",2001,"79.5","97.5",NULL,NULL,"1","28","3.2"
"2226",2001,"81.5","99.5",NULL,NULL,"4","28.5","3.22"
"2228",2001,"82.5","102.5",NULL,NULL,"21","34.5","3.16"
"2230",2001,"80","101",NULL,NULL,"22","34.5","3.12"
"2239",2001,"80","99.5",NULL,NULL,"12","35.5","3.29"
"2240",2001,"81.5","99.5",NULL,NULL,"12","31.5","3.25"
"2241",2001,"77.5","92",NULL,NULL,"9","31","3.2"
"2243",2001,"81.75","105.5",NULL,NULL,"14","27","3.47"
"2245",2001,"83.75","104.5",NULL,NULL,"6","32","3.27"
"2248",2001,"78.75","97",NULL,NULL,"4","32.5","3.19"
"2249",2001,"80.75","102.5",NULL,NULL,"12","26","3.15"
"2250",2001,"84.25","105",NULL,NULL,"12","27.5","3.41"
"2253",2001,"81.25","101",NULL,NULL,"12","36","3.12"
"2254",2001,"89.5","113",NULL,NULL,"10","24.5","3.48"
"2256",2001,"88","109.5",NULL,NULL,"13","32.5","3.12"
"2257",2001,"88","111",NULL,NULL,"6","26.5","3.33"
"2260",2001,"87","104",NULL,NULL,"10","23","3.6"
"2294",2001,"79.5","97.5",NULL,NULL,"15","31.5","3.12"
"2369",2001,"76.5","99",NULL,NULL,"2","30.5","3.15"
"2730",2004,"88.5","111.5",NULL,NULL,"7","30.5","3.14"
"2731",2004,"88","110.5",NULL,NULL,"22","31.5","3.15"
"2732",2004,"80.5","99",NULL,NULL,"12","31.5","3.19"
"2733",2004,"83","105.5",NULL,NULL,NULL,"26.5","3.23"
"2734",2004,"79.5","98.5",NULL,NULL,"5","30.5","3.19"
"2735",2004,"83","105",NULL,NULL,"11","29","3.38"
"2736",2004,"84.5","108.5",NULL,NULL,"5","27.5","3.34"
"2738",2004,"83","105.5",NULL,NULL,"4","30.5","3.18"
"2739",2004,"80.5","103",NULL,NULL,"13","26.5","3.24"
"2740",2004,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2743",2004,"84.5","106.5",NULL,NULL,"22","29.5","3.2"
"2744",2004,"86.5","110",NULL,NULL,"3","28.5","3.29"
"2745",2004,"81","104",NULL,NULL,"19","30","3.13"
"2746",2004,"84","106.5",NULL,NULL,"12","32.5","3.24"
"2747",2004,"82","104",NULL,NULL,"5","29","3.21"
"2749",2004,"74.5","95",NULL,NULL,"15","28.5","3.14"
"2753",2004,"78","99.5",NULL,NULL,"12","30","3.15"
"2754",2004,"81","102",NULL,NULL,"17","31.5","3.19"
"2757",2004,"76.5","98",NULL,NULL,"2",NULL,NULL
"2761",2004,"84","105.5",NULL,NULL,"12","29.5","3.25"
"2762",2004,"89.5","111.5",NULL,NULL,"2","24","3.6"
"2765",2004,"81","100",NULL,NULL,NULL,NULL,NULL
"2766",2004,"78.5","96.5",NULL,NULL,"9",NULL,NULL
"2768",2004,"78.5","98",NULL,NULL,"7","31.5","3.14"
"2772",2004,"86","107.5",NULL,NULL,"8","29.5","3.29"
"2774",2004,"82","102",NULL,NULL,"14","28.5","3.17"
"2776",2004,"86","108.5",NULL,NULL,"18","28","3.27"
"2782",2004,"85","108.5",NULL,NULL,"13","29.5","3.25"
"2784",2004,"79.5","98.5",NULL,NULL,"15","29","3.1"
"2798",2001,"77.25","97",NULL,NULL,"2","34.5","3.1"
"2800",2004,"79","100",NULL,NULL,"1",NULL,NULL
"2810",2004,"83","107",NULL,NULL,"18","32","3.22"
"2823",2004,"88.5","113",NULL,NULL,"15",NULL,NULL
"2824",2004,"80.5","103",NULL,NULL,"12","24","3.2"
"2845",2004,"83","106",NULL,NULL,"4","31","3.19"
"2857",2004,"73","92",NULL,NULL,"13","29","3.08"
"2863",2004,"84","106",NULL,NULL,"15","26.5","3.15"
"2866",2004,"85.5","109",NULL,NULL,"14","23","3.4"
"2876",2004,"84.5","109",NULL,NULL,"15","22","3.56"
"101106",2005,"87","110.5",NULL,NULL,"13","27.5","3.51"
"101107",2005,"87.5","108",NULL,NULL,"12","29.5","3.17"
"101108",2005,"76.25","93",NULL,NULL,"10","32","3.22"
"101109",2005,"76.25","98",NULL,NULL,"6","29","3.06"
"101110",2005,"83","106",NULL,NULL,"7","28","3.39"
"101111",2005,"84.25","109",NULL,NULL,"11","26","3.3"
"101112",2005,"86.5","110.5",NULL,NULL,"19","27.5","3.38"
"101113",2005,"87.5","109",NULL,NULL,"21","28","3.45"
"101114",2005,"78.25","98",NULL,NULL,"15","30","3.25"
"101118",2005,"85.25","105",NULL,NULL,"12","30","3.29"
"101119",2005,"82.75","103.5",NULL,NULL,"15","32.5","3.11"
"101120",2005,"80.75","104.5",NULL,NULL,"12","26.5","3.41"
"101121",2005,"80","104",NULL,NULL,"26","30","3.05"
"101122",2005,"85.5","103",NULL,NULL,"10","31","3.34"
"101123",2005,"81.75","104",NULL,NULL,"7","31.5","3.21"
"101124",2005,"86","108",NULL,NULL,"11","33","3.22"
"101125",2005,"84.5","107.5",NULL,NULL,"14","24.5","3.18"
"101126",2004,"73","91.5",NULL,NULL,"13","35.5","2.96"
"101127",2005,"79.5","100",NULL,NULL,"5","26","3.24"
"101128",2005,"82.75","103",NULL,NULL,"5","27.5","3.33"
"101129",2005,"77.25","98.5",NULL,NULL,"14","31.5","3.21"
"101131",2005,"87.25","107",NULL,NULL,NULL,NULL,NULL
"101134",2005,"84","107",NULL,NULL,"11","27","3.35"
"101135",2005,"84","106.5",NULL,NULL,"14","30.5","3.19"
"101138",2004,"86.5","106.5",NULL,NULL,"18","31.5","3.24"
"101141",2005,"85.25","109.5",NULL,NULL,"2","22","3.56"
"101142",2005,"85.5","106.5",NULL,NULL,"15","30.5","3.23"
"101143",2005,"71.75","93.5",NULL,NULL,"1","24.5","3.26"
"101145",2005,"74.75","98",NULL,NULL,"0","26.5","3.31"
"101147",2005,"85.75","109",NULL,NULL,"14","28.5","3.27"
"101149",2005,"83.25","112.5",NULL,NULL,"0","24","3.42"
"101152",2005,"82","100.5",NULL,NULL,"8","30","3.27"
"101155",2004,"86","106.5",NULL,NULL,"9","26.5","3.24"
"101156",2005,"86","108",NULL,NULL,"15","28.5","3.25"
"101159",2005,"81.75","105.5",NULL,NULL,NULL,NULL,NULL
"101160",2004,"81.5","106.5",NULL,NULL,"18","27.5","3.3"
"101162",2005,"87.5","110",NULL,NULL,"18","29.5","3.33"
"101165",2005,"84","102.5",NULL,NULL,"11","28","3.35"
"101179",2005,"77.5","96.5",NULL,NULL,"11","31.5","3.29"
"101184",2005,"88.5","110.5",NULL,NULL,"11","31.5","3.27"
"101185",2005,"85","104",NULL,NULL,"7","30.5","3.21"
"101187",2005,"81.5","104",NULL,NULL,"10","26.5","3.27"
"101188",2005,"82.25","101",NULL,NULL,"14","33","3.21"
"101194",2005,"74.75","95",NULL,NULL,"14","31.5","3.19"
"101195",2005,"89","111.5",NULL,NULL,"1","23.5","3.47"
"101198",2005,"75.5","93",NULL,NULL,"15","33","3"
"101204",2005,"86.75","108.5",NULL,NULL,"15","28","3.25"
"101213",2005,"85.5","106",NULL,NULL,"9","28.5","3.2"
"101214",2005,"85.25","106.5",NULL,NULL,"15","28","3.23"
"101215",2005,"75","96.5",NULL,NULL,"14","30.5","3.28"
"101223",2005,"75.5","94",NULL,NULL,"7","32","3.22"
"101232",2005,"83.5","104",NULL,NULL,NULL,NULL,NULL
"101236",2005,"82","104.5",NULL,NULL,"20","30","3.34"
"101247",2005,"81","101",NULL,NULL,"8","32","3.23"
"101249",2005,"72","92",NULL,NULL,"4","29","3.14"
"200081",2001,"83.5","103",NULL,NULL,"0","33","3.08"
"200793",2005,"74","94",NULL,NULL,NULL,NULL,NULL
"200829",2005,"81","105.5",NULL,NULL,"10","26.5","3.27"
"201141",2007,"88.25","112",NULL,NULL,NULL,"32","3.27"
"201142",2007,"88.75","110",NULL,NULL,"0","26","3.45"
"201143",2007,"84.75","107",NULL,NULL,"20","31","3.37"
"201144",2007,"77.75","94.5",NULL,NULL,"13","35.5","3.09"
"201145",2007,"85.25","103",NULL,NULL,"17","33.5","3.34"
"201146",2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"201147",2007,"80.25","103",NULL,NULL,"11","30.5","3.22"
"201148",2007,"87.75","108.5",NULL,NULL,"2","30.5","3.31"
"201149",2007,"85.25","106.5",NULL,NULL,"12","32.5","3.47"
"201150",2007,"84.5","110",NULL,NULL,"9","26","3.51"
"201151",2007,"78.5","98",NULL,NULL,"8","29","3.22"
"201152",2007,"83.5","106",NULL,NULL,"13","34.5","3.19"
"201153",2007,"86.25","108",NULL,NULL,"2","28.5","3.36"
"201154",2007,"85","104",NULL,NULL,"9","35","3.16"
"201155",2007,"79.25","100.5",NULL,NULL,"14","30.5","3.11"
"201156",2007,"84","100.5",NULL,NULL,"6","39.5","3.25"
"201159",2007,"77.5","98",NULL,NULL,"11","32.5","3.32"
"201160",2007,"82.75","106",NULL,NULL,"15","33.5","3.29"
"201161",2007,"80.25","101.5",NULL,NULL,"4","30","3.22"
"201162",2007,"79","102",NULL,NULL,"14","28","3.45"
"201164",2005,"79.5","101.5",NULL,NULL,"0","26.5","3.33"
"201166",2007,"76","94",NULL,NULL,"6","32.5","3.2"
"201171",2007,"83","102.5",NULL,NULL,"21","31.5","3.29"
"201176",2007,"88","109.5",NULL,NULL,"7","27","3.53"
"201177",2007,"85","106.5",NULL,NULL,"12","27.5","3.47"
"201180",2007,"81","105",NULL,NULL,"9","29","3.45"
"201181",2007,"88.5","110.5",NULL,NULL,"15","26.5","3.29"
"201186",2007,"86","107",NULL,NULL,"17","29.5","3.22"
"201187",2007,"82.5","104",NULL,NULL,"12","28.5","3.25"
"201189",2007,"87.25","108.5",NULL,NULL,"17","27","3.7"
"201192",2007,"74.25","96",NULL,NULL,"8","29","3.26"
"201193",2007,"84.25","105",NULL,NULL,"16","28.5","3.38"
"201195",2007,"86.25","108.5",NULL,NULL,"15","30.5","3.39"
"201196",2007,"76.25","97.5",NULL,NULL,"8","29.5","3.27"
"201199",2007,"78.5","101",NULL,NULL,"21","28.5","3.14"
"201203",2007,"77.5","99",NULL,NULL,"11","28.5","3.27"
"201207",2007,"83","99.5",NULL,NULL,"9","32","3.41"
"201208",2007,"87","110",NULL,NULL,"14","26.5","3.56"
"201229",2007,"86.5","107.5",NULL,NULL,"21","28.5","3.29"
"201234",2007,"77","98",NULL,NULL,"18","26.5","3.31"
"201446",2008,"79.25","98",NULL,NULL,"2","31","3.08"
"201563",2008,"84.25","107",NULL,NULL,"19","30","3.24"
"201564",2008,"78","99.5",NULL,NULL,"7","30.5","3.14"
"201565",2008,"80","98.5",NULL,NULL,"10","34.5","3.05"
"201566",2008,"79.75","100",NULL,NULL,"12","30","3.08"
"201567",2008,"83.25","106",NULL,NULL,"18","29.5","3.22"
"201569",2008,"81","99",NULL,NULL,"15","32","3.01"
"201570",2008,"83.5","106",NULL,NULL,"24","32.5","2.99"
"201571",2008,"75.5","94.5",NULL,NULL,"2","28.5","3.07"
"201572",2008,"89.5","113",NULL,NULL,"7","27.5","3.57"
"201573",2008,"75.5","97",NULL,NULL,"10","31","3.07"
"201575",2005,"83.25","104.5",NULL,NULL,"0","32.5","3.31"
"201576",2008,"87","109",NULL,NULL,"7","29","3.26"
"201580",2008,"90","114.5",NULL,NULL,"7","27","3.25"
